# OpenNGC (https://github.com/mattiaverga/OpenNGC), CC-BY-SA-4.0
# id	common	type	ra_hours	dec_deg	mag	size_arcmin	alias
IC 3548		GX	12.599064	10.936306	16.1	0.74	
IC 3549		STAR	12.597458	26.395222	99.0	0.0	
IC 355		GX	3.896183	19.973917	15.4	0.67	
IC 3551		EN	12.598253	27.964167	99.0	0.0	
IC 3552		EN	12.598306	27.993889	99.0	0.0	
IC 3553		STAR	12.598869	26.193056	99.0	0.0	
IC 3554		STAR	12.598664	27.927333	99.0	0.0	
IC 3555		EN	12.598875	27.988889	99.0	0.0	
IC 3556		GX	12.599572	26.966056	15.54	0.56	
IC 3557		GX	12.602269	16.640861	99.0	0.4	
IC 3557 NED01		GX	12.602261	16.641472	15.97	0.95	
IC 3557 NED02		GX	12.602344	16.640583	17.56	0.1	
IC 3558		GX	12.600778	11.849806	17.39	0.33	
IC 3559		GX	12.600933	26.987361	16.46	0.5	
IC 356		GX	4.129697	69.812444	10.24	4.02	
IC 3560		GX	12.601086	27.078194	16.38	0.78	
IC 3561		GX	12.601331	26.899611	15.7	0.6	
IC 3562		GX	12.602933	9.922611	16.19	0.93	
IC 3563		EN	12.602006	27.927361	99.0	0.0	
IC 3564		STAR	12.602247	27.928389	99.0	0.0	
IC 3565		GX	12.603406	26.756111	16.96	0.31	
IC 3566		OTHER	12.606033	11.164889	99.0	0.0	
IC 3567		GX	12.606311	13.602861	15.16	0.67	
IC 3568		PN	12.551883	82.563917	10.6	0.38	
IC 357		GX	4.062222	22.159111	14.6	0.94	
IC 3570		STAR	12.605078	24.078472	99.0	0.0	
IC 3571		GX	12.605553	26.083778	17.52	0.6	
IC 3572		STAR	12.607758	11.6185	99.0	0.0	
IC 3573		GX	12.607561	11.759111	16.65	0.46	
IC 3574		GX	12.607731	12.405167	15.34	0.73	
IC 3575		GX	12.608994	13.748417	16.26	0.66	
IC 3576		GX	12.610467	6.620889	14.97	2.3	
IC 3577		OTHER	12.610075	11.897139	99.0	0.0	
IC 3578		GX	12.610947	11.101861	15.24	0.85	
IC 3579		STAR	12.609094	26.104139	99.0	0.0	
IC 358		GX	4.061911	19.894944	15.21	1.18	
IC 3580		GX	12.608119	18.3005	15.67	0.86	
IC 3581		GX	12.610586	24.429028	14.06	0.79	
IC 3582		GX	12.610253	26.234667	16.66	0.29	
IC 3583		GX	12.612081	13.259333	13.0	1.05	
IC 3584		STAR	12.612528	12.233056	99.0	0.0	
IC 3585		GX	12.611083	26.829944	15.01	0.82	
IC 3586		GX	12.615236	12.520083	14.52	1.16	
IC 3587		GX	12.613425	27.548528	15.87	1.43	
IC 3589		STAR	12.617	6.937	15.6	0.0	
IC 359		GX	4.207878	27.701972	15.39	1.3	
IC 3590		GX	12.614086	27.278139	15.62	0.91	
IC 3591		GX	12.617511	6.926639	14.4	0.79	
IC 3594		STAR	12.615664	26.1155	99.0	0.0	
IC 3595		GX	12.618444	23.786889	16.8	0.39	
IC 3596		OTHER	12.621917	26.520917	99.0	0.0	
IC 3597		GX	12.623511	23.864056	16.65	0.82	
IC 3598		GX	12.622522	28.208167	15.01	1.41	
IC 3599		GX	12.628111	26.707667	15.6	0.51	
IC 359A		RN	4.311389	28.29	99.0	15.0	
IC 36		GX	0.630458	-15.441278	15.54	0.31	
IC 360		EN	4.150714	26.131194	99.0	180.0	
IC 3600		GX	12.6281	27.129556	15.67	0.67	
IC 3601		GX	12.631567	15.224667	15.73	0.79	
IC 3602		GX	12.638417	10.072833	16.35	0.82	
IC 3603		GX	12.637819	15.569806	16.12	0.36	
IC 3604		GX	12.639089	11.730722	15.98	0.52	
IC 3605		GX	12.639153	19.541333	15.79	0.7	
IC 3606		GX	12.640303	12.610611	16.49	0.61	
IC 3607		GX	12.642269	10.376528	16.58	0.42	
IC 3608		GX	12.643703	10.475889	14.71	3.35	
IC 3609		GX	12.642978	14.352417	14.96	0.38	
IC 361		OC	4.314083	58.2495	11.7	7.2	
IC 3610		GX	12.646428	26.872861	17.43	0.32	
IC 3611		GX	12.65115	13.363528	14.29	1.37	
IC 3612		GX	12.651306	14.731139	15.03	1.05	
IC 3613		GX	12.651331	13.759	17.03	0.49	
IC 3614		GX	12.6503	26.302833	17.73	0.3	
IC 3615		GX	12.650447	18.200667	15.2	1.06	
IC 3617		GX	12.656944	7.965833	14.27	0.74	
IC 3618		GX	12.654758	26.677778	15.58	0.5	
IC 3619		STAR	12.655217	24.142417	99.0	0.0	
IC 362		GX	4.278453	-12.200111	14.18	1.77	
IC 3620		GX	12.655006	27.908639	15.62	0.76	
IC 3621		GX	12.659328	15.502611	15.65	1.01	
IC 3622		GX	12.659022	15.432056	16.03	0.3	
IC 3623		GX	12.657672	27.102333	15.16	0.8	
IC 3624		GX	12.659578	11.982194	16.52	0.49	
IC 3625		GX	12.659214	10.967667	15.43	0.43	
IC 3626		GX	12.658789	25.677389	15.87	0.54	
IC 3627		GX	12.658889	27.497278	16.37	0.44	
IC 3628		STAR	12.660781	26.238889	99.0	0.0	
IC 3629		GX	12.662961	13.533306	15.26	0.98	
IC 363		GX	4.315394	3.033028	15.2	0.33	
IC 3630		STAR	12.662944	25.432528	99.0	0.0	
IC 3631		GX	12.663336	12.973972	14.22	1.06	
IC 3632		GX	12.666667	26.682222	16.75	0.4	
IC 3633		GX	12.669792	9.896139	15.76	0.58	
IC 3634		GX	12.669822	9.847778	15.75	0.93	
IC 3635		GX	12.670383	12.874778	14.65	0.85	
IC 3636		STAR	12.670983	22.074556	99.0	0.0	
IC 3637		GX	12.672103	14.715	14.82	1.23	
IC 3638		GX	12.671278	10.518528	14.37	0.68	
IC 3639		GX	12.681347	-36.755861	13.32	1.24	
IC 364		GX	4.318528	3.188944	15.27	0.78	
IC 3640		GX	12.673667	26.524167	15.97	0.45	
IC 3641		GX	12.674133	26.521583	17.9	0.66	
IC 3642		GX	12.673814	26.731222	16.41	0.37	
IC 3643		GX	12.678019	12.406583	16.61	0.53	
IC 3644		GX	12.676731	26.504611	16.23	0.91	
IC 3645		STAR	12.677114	26.541361	99.0	0.0	
IC 3646		GX	12.677361	26.526194	15.43	0.69	
IC 3647		GX	12.681419	10.475361	15.13	1.34	
IC 3648		STAR	12.681164	12.985	99.0	0.0	
IC 3649		GX	12.680469	21.10475	16.93	0.3	
IC 365		GX	4.320594	3.348333	14.84	0.88	
IC 3650		STAR	12.680142	26.472722	99.0	0.0	
IC 3651		GX	12.681364	26.728139	14.51	1.05	
IC 3652		GX	12.682933	11.1845	14.31	0.99	
IC 3653		GX	12.687703	11.38725	13.71	0.62	
IC 3654		GX	12.686806	22.589444	16.99	0.39	
IC 3655		GX	12.68735	20.666194	16.75	0.3	
IC 3656		GX	12.687203	22.594972	16.88	0.41	
IC 3657		GX	12.688617	21.6725	17.82	0.23	
IC 3658		GX	12.689064	14.700556	15.23	1.34	
IC 3659		GX	12.691006	22.930806	16.09	0.47	
IC 366		GX	4.328206	2.359806	15.66	0.34	
IC 3660		STAR	12.693567	21.093361	99.0	0.0	
IC 3661		GX	12.693258	22.494861	17.25	0.55	
IC 3662		GX	12.693408	23.425167	15.05	0.63	
IC 3663		GX	12.694281	12.247389	15.47	0.95	
IC 3664		STAR	12.694875	19.944139	99.0	0.0	
IC 3665		GX	12.696306	11.48825	15.09	0.82	
IC 3666		STAR	12.698158	7.845028	99.0	0.0	
IC 3668		OTHER	12.692469	41.124167	13.13	0.79	
IC 3669		OTHER	12.693308	41.136583	19.07	0.02	
IC 367		GX	4.344719	-14.781056	14.47	1.74	
IC 3670		GX	12.698617	11.774167	15.86	0.37	
IC 3671		GX	12.697606	23.510667	15.39	0.58	
IC 3673		STAR	12.7012	21.138333	99.0	0.0	
IC 3674		STAR	12.701422	22.510778	99.0	0.0	
IC 3676		STAR	12.703411	13.559833	99.0	0.0	
IC 3677		GX	12.703289	20.884861	16.78	0.36	
IC 3678		GX	12.703494	20.880472	16.86	0.32	
IC 3679		STAR	12.703119	22.818278	99.0	0.0	
IC 368		GX	4.378533	-12.615167	15.08	0.99	
IC 3680		STAR	12.700253	39.10425	99.0	0.0	
IC 3681		STAR	12.700486	39.083417	99.0	0.0	
IC 3682		STAR	12.705411	20.864444	99.0	0.0	
IC 3683		GX	12.705733	20.871306	16.54	0.36	
IC 3684		GX	12.707364	11.740306	15.99	0.91	
IC 3685		STAR	12.708956	6.870917	99.0	0.0	
IC 3686		GX	12.71	10.565306	15.1	0.84	
IC 3687		GX	12.704194	38.503333	13.35	3.34	
IC 3689		GX	12.710267	20.8505	16.26	0.62	
IC 369		GX	4.391172	-11.790083	15.37	0.76	
IC 3690		GX	12.713664	10.357472	15.03	0.86	
IC 3691		GX	12.713758	22.772222	16.47	0.38	
IC 3692		GX	12.715	20.98975	14.73	0.82	
IC 3693		GX	12.716117	10.681806	15.67	0.66	
IC 3694		GX	12.718689	11.212	14.92	0.53	
IC 3695		STAR	12.718556	22.741944	99.0	0.0	
IC 3696		GX	12.719344	19.928028	17.59	0.39	
IC 3697		GX	12.716347	39.845667	15.88	0.77	
IC 3698		GX	12.721472	11.211528	15.0	0.49	
IC 3699		STAR	12.721425	19.000194	99.0	0.0	
IC 37		GX	0.642828	-15.358694	16.23	0.67	
IC 370		GX	4.400464	-9.394833	14.94	0.99	
IC 3700		STAR	12.722222	19.265944	99.0	0.0	
IC 3701		GX	12.725253	11.047139	16.59	0.45	
IC 3702		GX	12.724547	10.873861	15.04	0.49	
IC 3703		STAR	12.722778	37.974528	99.0	0.0	
IC 3704		GX	12.729336	10.770083	14.72	1.28	
IC 3705		GX	12.728197	19.325278	99.0	0.7	
IC 3705 NED01		GX	12.7282	19.327028	17.33	0.37	
IC 3705 NED02		GX	12.7282	19.323139	17.62	0.38	
IC 3706		STAR	12.729997	9.231139	99.0	0.0	
IC 3707		STAR	12.724633	37.982694	99.0	0.0	
IC 3708		OTHER	12.731264	13.137528	99.0	0.0	
IC 3709		GX	12.734453	9.063333	14.96	0.67	
IC 371		STAR	4.503497	-0.561	99.0	0.0	
IC 3710		GX	12.735958	12.116528	15.74	1.17	
IC 3711		GX	12.735936	11.176611	15.65	0.81	
IC 3712		OTHER	12.737958	10.374556	99.0	0.0	
IC 3713		GX	12.734214	41.168917	15.07	0.7	
IC 3714		GX	12.739744	10.188833	15.22	0.71	
IC 3715		GX	12.739281	20.024333	16.54	0.56	
IC 3716		OTHER	12.745872	8.102167	99.0	0.0	
IC 3717		GX	12.739711	39.522306	15.97	0.8	
IC 3718		GX	12.746106	12.351444	13.96	2.24	
IC 3719		GX	12.746528	8.106917	16.03	0.49	
IC 372		GX	4.501178	-5.009972	15.32	0.97	
IC 3720		GX	12.746522	12.064306	14.98	2.34	
IC 3721		GX	12.748089	18.75525	13.73	0.96	
IC 3722		OTHER	12.747414	11.778583	99.0	0.0	
IC 3723		GX	12.741819	40.736889	15.68	0.33	
IC 3724		GX	12.748267	10.282361	15.27	0.63	
IC 3726		GX	12.745164	40.679	15.39	1.33	
IC 3727		GX	12.751572	10.900889	14.71	1.23	
IC 3728		GX	12.750869	20.974083	16.61	0.37	
IC 3729		GX	12.748089	39.351194	16.32	0.34	
IC 373		GX	4.511878	-4.87025	15.04	0.98	
IC 3730		GX	12.751822	21.169583	14.57	0.55	
IC 3731		GX	12.751461	12.446361	16.05	0.55	
IC 3732		GX	12.753322	10.324444	16.35	0.49	
IC 3733		STAR	12.754644	6.956889	99.0	0.0	
IC 3734		GX	12.752578	23.039056	17.74	0.41	
IC 3735		GX	12.755672	13.692667	13.94	1.18	
IC 3736		GX	12.755267	21.53575	15.77	0.48	
IC 3737		STAR	12.755519	21.958167	99.0	0.0	
IC 3738		GX	12.75715	19.230861	19.08	0.25	
IC 3739		OTHER	12.758964	12.997361	99.0	0.0	
IC 374		GX	4.542431	16.634167	15.81	0.23	
IC 3740		GX	12.758506	20.815944	15.57	0.64	
IC 3741		STAR	12.759244	19.204139	99.0	0.0	
IC 3742		GX	12.758894	13.332583	14.13	1.02	
IC 3743		OTHER	12.761472	11.102111	99.0	0.0	
IC 3744		GX	12.761522	19.500333	16.29	0.7	
IC 3745		GX	12.762461	19.17725	14.93	1.04	
IC 3746		GX	12.758864	37.823556	16.1	0.54	
IC 3747		STAR	12.759561	37.968528	99.0	0.0	
IC 3748		STAR	12.764144	19.430333	99.0	0.0	
IC 3749		STAR	12.764272	19.535583	99.0	0.0	
IC 375		GX	4.517539	-12.973972	15.24	0.82	
IC 3750		STAR	12.76585	19.103861	99.0	0.0	
IC 3751		GX	12.762528	37.823056	16.6	0.2	
IC 3752		STAR	12.767803	19.011444	99.0	0.0	
IC 3753		STAR	12.767883	19.121167	99.0	0.0	
IC 3754		GX	12.770983	8.348444	14.54	1.32	
IC 3755		STAR	12.769281	19.15725	99.0	0.0	
IC 3756		GX	12.769472	11.914611	16.86	0.38	
IC 3757		OTHER	12.766606	38.515306	99.0	0.0	
IC 3758		GX	12.766575	40.774861	15.17	0.58	
IC 3759		GX	12.771603	20.783	16.31	0.62	
IC 376		GX	4.520497	-12.433361	16.05	0.59	
IC 3760		GX	12.771739	11.873583	16.52	0.43	
IC 3761		GX	12.774258	20.289139	17.43	0.32	
IC 3762		GX	12.777111	22.246361	17.8	0.38	
IC 3763		GX	12.779453	21.985111	16.66	0.4	
IC 3765		STAR	12.776431	38.573889	99.0	0.0	
IC 3766		GX	12.781533	19.110583	16.99	0.41	
IC 3767		GX	12.782078	10.182417	16.07	1.07	
IC 3768		STAR	12.777975	40.597667	99.0	0.0	
IC 3769		STAR	12.780019	40.470194	99.0	0.0	
IC 377		GX	4.521261	-12.455083	14.84	1.0	
IC 3770		STAR	12.787694	9.199111	99.0	0.0	
IC 3771		GX	12.781303	39.173056	16.77	0.33	
IC 3772		GX	12.782247	36.530944	15.59	0.83	
IC 3773		GX	12.787583	10.203583	14.06	1.93	
IC 3774		GX	12.783636	36.288306	15.71	0.97	
IC 3775		GX	12.787806	11.760222	16.2	0.81	
IC 3776		GX	12.786725	22.484611	16.5	0.5	
IC 3777		STAR	12.790375	9.143472	99.0	0.0	
IC 3778		GX	12.783881	40.596417	15.25	0.55	
IC 3779		GX	12.789067	12.166417	14.82	0.9	
IC 378		GX	4.524422	-12.29975	15.6	0.79	
IC 3780		STAR	12.785578	40.236028	99.0	0.0	
IC 3781		STAR	12.790158	22.569778	99.0	0.0	
IC 3782		STAR	12.787686	40.36775	99.0	0.0	
IC 3783		GX	12.791067	40.566583	15.47	0.66	
IC 3784		GX	12.797417	19.384056	16.77	0.56	
IC 3785		GX	12.797825	19.275222	17.46	0.18	
IC 3786		GX	12.793583	39.046028	16.67	0.34	
IC 3787		STAR	12.794958	40.623778	99.0	0.0	
IC 3788		GX	12.802017	18.868861	15.95	0.66	
IC 3789		GX	12.801972	20.194028	16.1	0.48	
IC 379		GX	4.530814	-7.238361	14.7	0.93	
IC 3790		STAR	12.804069	11.107583	99.0	0.0	
IC 3792		STAR	12.803933	11.086333	99.0	0.0	
IC 3793		GX	12.803303	19.151694	17.35	0.43	
IC 3794		STAR	12.805975	19.170306	99.0	0.0	
IC 3795		GX	12.801419	40.719639	15.58	0.9	
IC 3796		STAR	12.8075	20.037694	99.0	0.0	
IC 3797		OTHER	12.809697	11.597806	99.0	0.0	
IC 3798		STAR	12.811922	9.241028	99.0	0.0	
IC 3799		GX	12.816567	-14.399222	14.5	2.77	
IC 38		GX	0.6441	-15.419833	15.02	0.77	
IC 380		GX	4.528144	-12.927028	15.25	0.76	
IC 3800		GX	12.807342	36.575861	99.0	0.6	
IC 3800 NED01		GX	12.807339	36.575861	18.31	0.32	
IC 3800 NED02		GX	12.807569	36.575361	16.55	0.54	
IC 3801		OTHER	12.816847	10.955972	99.0	0.0	
IC 3802		STAR	12.811836	38.246444	99.0	0.0	
IC 3803		STAR	12.817889	10.631806	99.0	0.0	
IC 3805		STAR	12.811842	38.253056	99.0	0.0	
IC 3806		GX	12.815378	14.907889	14.2	1.29	
IC 3807		OTHER	12.824944	-4.402278	99.0	0.0	
IC 3808		GX	12.816322	40.595917	17.19	0.95	
IC 3809		GX	12.817919	36.489083	16.29	0.64	
IC 3810		STAR	12.81755	40.646639	99.0	0.0	
IC 3811		STAR	12.823769	21.462139	99.0	0.0	
IC 3812		GX	12.831611	-6.717444	14.85	1.13	
IC 3813		GX	12.833978	-25.920694	13.79	1.32	
IC 3814		GX	12.825669	20.050472	16.52	0.59	
IC 3815		GX	12.827369	19.275028	16.69	0.55	
IC 3816		GX	12.824575	37.230278	15.66	0.81	
IC 3817		GX	12.828742	22.831361	17.29	0.26	
IC 3818		GX	12.829647	21.752222	16.92	0.41	
IC 3819		GX	12.837881	-14.38075	16.36	0.56	
IC 382		GX	4.632097	-9.519333	13.53	1.99	
IC 3820		GX	12.827486	37.117167	16.99	0.46	
IC 3821		STAR	12.832653	20.969028	99.0	0.0	
IC 3822		GX	12.839647	-14.321861	15.34	1.43	
IC 3823		STAR	12.828883	40.883444	16.7	0.0	
IC 3824		GX	12.841819	-14.425917	15.31	1.13	
IC 3825		GX	12.843625	-14.482806	15.77	0.6	
IC 3826		GX	12.844417	-9.031083	14.26	1.84	
IC 3827		GX	12.847811	-14.491889	14.05	1.13	
IC 3828		GX	12.839083	37.948944	16.06	0.68	
IC 3829		GX	12.870361	-29.840667	11.7	3.41	
IC 383		GX	4.649453	9.892528	15.6	0.63	
IC 3830		STAR	12.847603	19.836694	99.0	0.0	
IC 3831		GX	12.855164	-14.573583	14.22	1.5	
IC 3832		GX	12.847	39.810472	16.17	0.46	
IC 3834		GX	12.859	-14.221389	14.2	0.95	
IC 3835		GX	12.848844	40.18675	16.17	0.5	
IC 3836		GX	12.851033	40.184222	16.47	0.49	
IC 3837		GX	12.859169	19.723056	17.02	0.56	
IC 3839		STAR	12.86285	20.420972	99.0	0.0	
IC 384		GX	4.655078	-7.839111	15.14	0.49	
IC 3840		GX	12.862806	21.735194	16.02	0.78	
IC 3841		STAR	12.864028	22.3445	99.0	0.0	
IC 3842		GX	12.859967	40.371361	16.09	0.34	
IC 3843		GX	12.860886	39.001306	16.54	0.49	
IC 3844		GX	12.868472	39.81825	16.34	0.39	
IC 3845		STAR	12.869072	38.619	99.0	0.0	
IC 3846		OTHER	12.877561	13.647222	99.0	0.0	
IC 3847		GX	12.876039	22.064722	17.31	0.3	
IC 3848		GX	12.877831	21.416111	99.0	0.6	
IC 3848 NED01		GX	12.877778	21.416667	17.56	0.55	
IC 3848 NED02		GX	12.877942	21.414639	16.57	0.67	
IC 3849		OTHER	12.876897	40.772222	99.0	0.0	
IC 385		GX	4.658739	-7.097472	15.41	1.15	
IC 3850		GX	12.877644	40.103056	15.29	0.72	
IC 3851		STAR	12.884647	21.909167	99.0	0.0	
IC 3852		GX	12.88425	35.773444	16.0	1.1	
IC 3853		GX	12.886194	38.829278	17.29	0.36	
IC 3854		GX	12.887372	40.848167	16.59	0.37	
IC 3855		GX	12.889636	36.786	16.39	0.85	
IC 3856		GX	12.896089	20.092083	16.6	0.67	
IC 3857		GX	12.898906	19.607139	17.51	0.42	
IC 3858		STAR	12.898761	20.789028	99.0	0.0	
IC 3859		GX	12.905517	-9.117722	14.84	1.12	
IC 3860		GX	12.901864	19.300722	17.66	0.36	
IC 3861		GX	12.897453	38.281806	16.54	0.44	
IC 3862		GX	12.898044	36.086944	16.45	0.87	
IC 3863		GX	12.898289	38.480444	16.02	0.71	
IC 3864		GX	12.903428	18.951278	18.57	0.23	
IC 3865		GX	12.903931	18.868944	16.49	0.48	
IC 3866		GX	12.904228	22.361833	99.0	0.6	
IC 3866 NED01		GX	12.904158	22.359639	17.66	0.33	
IC 3866 NED02		GX	12.904306	22.364278	16.95	0.34	
IC 3867		GX	12.905439	18.941806	16.57	0.67	
IC 3868		GX	12.905833	18.990333	17.32	0.41	
IC 3869		GX	12.905908	18.971417	17.01	0.59	
IC 387		GX	4.695614	-7.086194	12.99	1.6	
IC 3870		GX	12.905994	22.381694	17.15	0.3	
IC 3871		GX	12.907131	18.929139	16.51	0.52	
IC 3872		GX	12.908489	18.963167	16.54	0.23	
IC 3873		GX	12.908778	18.882667	16.76	0.43	
IC 3874		GX	12.909561	18.957	16.81	0.45	
IC 3875		GX	12.910325	22.036444	16.74	0.35	
IC 3876		GX	12.913425	19.015333	17.79	0.4	
IC 3877		GX	12.913522	19.178278	13.93	3.07	
IC 3878		STAR	12.908211	40.069722	99.0	0.0	
IC 3879		GX	12.908853	38.628556	16.03	0.64	
IC 388		GX	4.698147	-7.305528	99.0	1.0	
IC 388 NED01		GX	4.697894	-7.304639	16.2	0.54	
IC 388 NED02		GX	4.698422	-7.306472	15.91	0.89	
IC 3880		GX	12.913331	22.502222	17.03	0.42	
IC 3881		GX	12.914986	19.118056	17.35	0.4	
IC 3882		GX	12.914919	22.575583	16.72	0.53	
IC 3883		GX	12.920422	-8.11975	14.18	1.09	
IC 3884		GX	12.916036	19.681278	16.36	0.85	
IC 3885		GX	12.911869	37.154722	16.75	0.48	
IC 3886		GX	12.91675	19.011694	17.75	0.4	
IC 3887		STAR	12.912158	40.304639	99.0	0.0	
IC 3888		GX	12.912881	39.571278	15.24	0.9	
IC 3889		STAR	12.914139	36.016833	99.0	0.0	
IC 389		GX	4.699894	-7.311472	15.07	1.09	
IC 3890		GX	12.913961	37.185306	17.32	0.44	
IC 3891		GX	12.916181	36.052722	16.86	0.46	
IC 3892		GX	12.918344	39.221944	15.39	1.22	
IC 3893		GX	12.918736	38.623861	16.91	0.58	
IC 3894		STAR	12.924336	19.069111	99.0	0.0	
IC 3895		GX	12.919231	39.20325	15.79	0.71	
IC 3896		GX	12.945342	-50.346861	11.31	3.05	
IC 3897		GX	12.921972	39.672611	16.57	0.15	
IC 3898		GX	12.923289	37.582889	17.23	0.31	
IC 3899		GX	12.927961	20.636444	17.06	0.43	
IC 390		GX	4.701075	-7.206444	15.48	1.14	
IC 3900		GX	12.928139	27.25075	14.82	0.96	
IC 3901		STAR	12.930694	21.939028	99.0	0.0	
IC 3902		STAR	12.927383	35.995833	99.0	0.0	
IC 3903		STAR	12.927428	40.399667	99.0	0.0	
IC 3904		GX	12.929333	36.293417	15.71	0.62	
IC 3905		GX	12.935719	19.852083	99.0	0.9	
IC 3905 NED01		GX	12.935553	19.855889	19.11	0.22	
IC 3905 NED02		GX	12.935717	19.853222	16.98	0.48	
IC 3905 NED03		GX	12.935908	19.846722	99.0	0.15	
IC 3906		STAR	12.93085	40.463861	99.0	0.0	
IC 3907		GX	12.938383	18.784028	17.51	0.46	
IC 3908		GX	12.944617	-7.562778	13.33	2.43	
IC 3909		GX	12.934117	40.385444	16.64	0.37	
IC 391		GX	4.955869	78.188833	12.68	1.39	
IC 3910		STAR	12.934592	39.719889	99.0	0.0	
IC 3911		GX	12.935953	35.63825	99.0	0.5	
IC 3911 NED01		GX	12.935894	35.63675	16.25	0.56	
IC 3911 NED02		GX	12.936	35.639722	18.43	0.5	
IC 3912		STAR	12.935428	39.910667	99.0	0.0	
IC 3913		GX	12.941269	27.291278	15.56	0.66	
IC 3914		GX	12.939661	36.360917	17.29	0.36	
IC 3915		STAR	12.944172	20.291694	99.0	0.0	
IC 3916		GX	12.941992	38.613444	15.36	0.89	
IC 3917		STAR	12.947675	22.006056	99.0	0.0	
IC 3918		GX	12.948206	22.373611	15.62	0.55	
IC 3919		GX	12.946864	38.58875	15.87	0.59	
IC 392		GX	4.773822	3.505556	13.47	1.45	
IC 3920		GX	12.947236	39.958667	15.82	0.68	
IC 3921		GX	12.949069	38.6395	16.12	0.52	
IC 3922		GX	12.949306	38.478278	16.12	0.72	
IC 3923		STAR	12.950314	37.955722	99.0	0.0	
IC 3924		GX	12.956911	18.781528	18.11	0.42	
IC 3925		STAR	12.9542	36.422	99.0	0.0	
IC 3926		STAR	12.958447	22.811944	99.0	0.0	
IC 3927		GX	12.969553	-22.876028	13.73	1.29	
IC 3928		GX	12.955081	40.441611	17.0	0.33	
IC 3929		GX	12.961414	20.396889	17.08	0.38	
IC 393		GX	4.797722	-15.525194	14.87	0.81	
IC 3930		GX	12.956219	38.764917	16.23	0.57	
IC 3931		GX	12.965889	19.617639	16.08	0.73	
IC 3932		STAR	12.968139	19.583444	99.0	0.0	
IC 3933		STAR	12.965889	36.645056	99.0	0.0	
IC 3934		GX	12.971544	18.825417	16.47	0.51	
IC 3936		OTHER	12.972203	19.058278	99.0	0.0	
IC 3937		GX	12.973539	18.818667	16.63	0.54	
IC 3938		STAR	12.973711	18.752639	99.0	0.0	
IC 3939		STAR	12.97445	18.751861	99.0	0.0	
IC 394		OTHER	4.814086	-6.280194	99.0	0.0	
IC 3940		GX	12.971242	35.838944	15.66	0.64	
IC 3941		GX	12.970531	39.772833	16.41	0.65	
IC 3942		STAR	12.972192	36.10875	99.0	0.0	
IC 3943		GX	12.976764	28.11375	14.13	0.92	
IC 3944		GX	12.979097	23.781056	16.1	0.56	
IC 3945		GX	12.974897	39.935917	16.07	0.49	
IC 3946		GX	12.9802	27.810389	13.99	0.86	
IC 3947		GX	12.981139	27.785056	14.61	0.66	
IC 3948		GX	12.982819	24.061361	17.57	0.33	
IC 3949		GX	12.982225	27.833361	14.24	1.01	
IC 3950		GX	12.985033	18.735611	16.48	0.58	
IC 3951		GX	12.986167	18.764278	16.53	0.6	
IC 3952		GX	12.981153	38.8695	16.68	0.52	
IC 3953		GX	12.985867	23.086611	16.89	0.37	
IC 3954		GX	12.986847	19.272944	17.08	0.22	
IC 3955		GX	12.985008	27.996694	14.4	0.77	
IC 3956		GX	12.982328	37.398167	15.92	0.51	
IC 3957		GX	12.985414	27.767778	14.72	0.56	
IC 3958		GX	12.986503	24.022278	16.71	0.53	
IC 3959		GX	12.985611	27.784139	14.03	0.7	
IC 396		GX	4.966386	68.323389	13.08	2.38	
IC 3960		GX	12.985544	27.855	14.86	0.55	
IC 3962		STAR	12.987494	23.668	99.0	0.0	
IC 3963		GX	12.987083	27.774611	14.72	0.7	
IC 3964		STAR	12.987147	27.850944	15.91	0.0	
IC 3965		GX	12.989633	18.842944	17.15	0.33	
IC 3966		GX	12.986978	35.855333	15.43	0.74	
IC 3967		GX	12.986917	36.129278	15.58	0.76	
IC 3968		GX	12.990414	27.973194	15.32	0.44	
IC 3969		GX	12.992475	19.652	99.0	0.8	
IC 3969 NED01		GX	12.992419	19.653056	17.21	0.69	
IC 3969 NED02		GX	12.992403	19.647556	18.58	0.3	
IC 3969 NED03		GX	12.992703	19.65475	19.48	0.23	
IC 397		OTHER	5.018508	40.424889	99.0	0.0	
IC 3970		STAR	12.986508	40.401917	99.0	0.0	
IC 3971		GX	12.992164	22.844806	16.68	0.38	
IC 3972		STAR	12.988097	37.279139	99.0	0.0	
IC 3973		GX	12.991894	27.884222	14.36	0.76	
IC 3975		GX	12.987692	38.88275	15.13	0.87	
IC 3976		GX	12.9915	27.850139	14.72	0.66	
IC 3977		STAR	12.988794	36.798083	99.0	0.0	
IC 3978		GX	12.993736	19.622222	18.62	0.21	
IC 3979		STAR	12.989097	36.324333	99.0	0.0	
IC 398		GX	4.970156	-7.78025	99.0	1.18	
IC 3980		GX	12.9885	39.15125	16.82	0.36	
IC 3981		STAR	12.989292	37.227806	99.0	0.0	
IC 3982		STAR	12.988497	40.080528	99.0	0.0	
IC 3983		STAR	12.989031	39.246639	99.0	0.0	
IC 3984		GX	12.994517	19.623083	17.66	0.35	
IC 3985		GX	12.995319	19.591111	16.44	0.37	
IC 3986		GX	13.025594	-32.291056	13.35	1.85	
IC 3987		GX	12.990289	38.733444	15.63	0.49	
IC 3988		STAR	12.990783	37.244972	99.0	0.0	
IC 3989		STAR	12.991317	36.756583	99.0	0.0	
IC 399		GX	5.028892	-4.28875	14.8	0.54	
IC 3990		GX	12.994197	28.895528	14.0	0.87	
